word,part_of_speech,frequency,similarity,synonym,syn_sim,author,age,book,year,sentence,modified,sentence_type
begetting,verb,2.45e-07,0.9825060069008114,getting,0.8147580562727,D.H. Lawrence,30,The Rainbow,1915,"year throws forward the seed to begetting, and, falling back, leaves","year throws forward the seed to getting, and, falling back, leaves",Metaphor?
intercourse,noun,3.98e-06,0.9885778711141732,sexual relations,0.8990994493163016,D.H. Lawrence,30,The Rainbow,1915,"on the earth. They knew the intercourse between heaven and earth,","on the earth. They knew the sexual relations between heaven and earth,",Metaphor?
daytime,noun,4.57e-06,0.9906086317173565,day,0.9091946374508499,D.H. Lawrence,30,The Rainbow,1915,"the rain sucked up in the daytime, nakedness that comes under","the rain sucked up in the day, nakedness that comes under",Metaphor?
nakedness,noun,3.63e-07,0.9583829544231249,raw,0.8135762337767362,D.H. Lawrence,30,The Rainbow,1915,"rain sucked up in the daytime, nakedness that comes under the","rain sucked up in the daytime, raw that comes under the",Metaphor?
supple,verb,7.41e-07,0.9933983711937651,flexible,0.8778857592729343,D.H. Lawrence,30,The Rainbow,1915,"the grain, and became smooth and supple after their ploughing, and","the grain, and became smooth and flexible after their ploughing, and",Metaphor?
ploughing,verb,1.23e-06,0.9559273113685514,break,0.7768740008920091,D.H. Lawrence,30,The Rainbow,1915,"became smooth and supple after their ploughing, and clung to their","became smooth and supple after their break, and clung to their",Metaphor?
clung,verb,3.09e-06,0.9857710794846949,stuck,0.8666590597087045,D.H. Lawrence,30,The Rainbow,1915,"and supple after their ploughing, and clung to their feet with","and supple after their ploughing, and stuck to their feet with",Metaphor?
shorn,adjective,3.39e-07,0.9883076822346354,cut,0.8379293246300754,D.H. Lawrence,30,The Rainbow,1915,when the crops were to be shorn away. The young corn,when the crops were to be cut away. The young corn,Metaphor?
silken,adjective,4.17e-07,0.9935680480789786,soft,0.8589685245182808,D.H. Lawrence,30,The Rainbow,1915,"The young corn waved and was silken, and the lustre slid","The young corn waved and was soft, and the lustre slid",Metaphor?
lustre,noun,9.33e-07,0.9821792417526398,shine,0.8558782499222979,D.H. Lawrence,30,The Rainbow,1915,"waved and was silken, and the lustre slid along the limbs","waved and was silken, and the shine slid along the limbs",Metaphor?
harnessed,verb,4.68e-06,0.9859453267141624,used,0.8352927624820359,D.H. Lawrence,30,The Rainbow,1915,"the grip of their knees, they harnessed their horses at the","the grip of their knees, they used their horses at the",Metaphor?
whirred,verb,1.1e-07,0.9874801768338632,buzz,0.82199658241072,D.H. Lawrence,30,The Rainbow,1915,"In autumn the partridges whirred up, birds in flocks blew like","In autumn the partridges buzz up, birds in flocks blew like",Metaphor?
flocks,verb,4.9e-06,0.9945710453405507,masses,0.847788972220697,D.H. Lawrence,30,The Rainbow,1915,"the partridges whirred up, birds in flocks blew like spray across","the partridges whirred up, birds in masses blew like spray across",Metaphor?
fallow,adjective,6.76e-07,0.9656143350815852,free,0.7830933002483103,D.H. Lawrence,30,The Rainbow,1915,"flocks blew like spray across the fallow, rooks appeared on the","flocks blew like spray across the free, rooks appeared on the",Metaphor?
rooks,noun,1.26e-06,0.9634309737119588,sticks,0.8009151627636498,D.H. Lawrence,30,The Rainbow,1915,"blew like spray across the fallow, rooks appeared on the grey,","blew like spray across the fallow, sticks appeared on the grey,",Metaphor?
surety,noun,6.61e-07,0.9858562784675365,guarantee,0.8878021761056257,D.H. Lawrence,30,The Rainbow,1915,"where the women moved about with surety, and the limbs and","where the women moved about with guarantee, and the limbs and",Metaphor?
accumulation,noun,3.89e-06,0.9883516037414292,collection,0.8343780648198739,D.H. Lawrence,30,The Rainbow,1915,their blood flowed heavy with the accumulation from the living day.,their blood flowed heavy with the collection from the living day.,Metaphor?
palpitating,adjective,6.17e-08,0.9799248319097588,beating,0.8318044511499397,D.H. Lawrence,30,The Rainbow,1915,"together in droves, and young geese palpitating in the hand while","together in droves, and young geese beating in the hand while",Metaphor?
intercourse,noun,3.98e-06,0.9917676408812911,sex,0.8601803569307405,D.H. Lawrence,30,The Rainbow,1915,"looked out from the heated, blind intercourse of farm-life, to the","looked out from the heated, blind sex of farm-life, to the",Metaphor?
utterance,noun,5.25e-07,0.9920563568686932,expression,0.8341778896088359,D.H. Lawrence,30,The Rainbow,1915,"of the world speaking and giving utterance, they heard the sound","of the world speaking and giving expression, they heard the sound",Metaphor?
heaved,verb,7.94e-07,0.9880218159241839,lifted,0.8780123930272753,D.H. Lawrence,30,The Rainbow,1915,"for the men, that the earth heaved and opened its furrow","for the men, that the earth lifted and opened its furrow",Metaphor?
wheeling,noun,1.62e-06,0.9673697496398911,falling off,0.8211829010808648,D.H. Lawrence,30,The Rainbow,1915,set the young ears of corn wheeling freshly round about; it,set the young ears of corn falling off freshly round about; it,Metaphor?
freshly,adverb,4.07e-06,0.9954681447337345,newly,0.9282846409214766,D.H. Lawrence,30,The Rainbow,1915,the young ears of corn wheeling freshly round about; it was,the young ears of corn wheeling newly round about; it was,Metaphor?
dazed,verb,7.76e-07,0.9794656040530372,rocked,0.8252424862709818,D.H. Lawrence,30,The Rainbow,1915,"the blood, staring into the sun, dazed with looking towards the","the blood, staring into the sun, rocked with looking towards the",Metaphor?
outwards,adverb,9.77e-07,0.9739808122491732,faces,0.8166548325746114,D.H. Lawrence,30,The Rainbow,1915,known and desires fulfilled. She faced outwards to where men moved,known and desires fulfilled. She faced faces to where men moved,Metaphor?
enlarge,verb,1.58e-06,0.9926104738090261,expand,0.8878882652355587,D.H. Lawrence,30,The Rainbow,1915,"to discover what was beyond, to enlarge their own scope and","to discover what was beyond, to expand their own scope and",Metaphor?
inwards,adverb,7.76e-07,0.9901191522680637,inside(s),0.9031968982824727,D.H. Lawrence,30,The Rainbow,1915,freedom; whereas the Brangwen men faced inwards to the teeming life,freedom; whereas the Brangwen men faced inside(s) to the teeming life,Metaphor?
teeming,adjective,8.71e-07,0.9860171002436025,thick,0.789597551634827,D.H. Lawrence,30,The Rainbow,1915,"Brangwen men faced inwards to the teeming life of creation, which","Brangwen men faced inwards to the thick life of creation, which",Metaphor?
unresolved,adjective,2e-06,0.9801166012464565,pending,0.8327952343181088,D.H. Lawrence,30,The Rainbow,1915,"the teeming life of creation, which poured unresolved into their veins.","the teeming life of creation, which poured pending into their veins.",Metaphor?
outwards,adverb,9.77e-07,0.9665665570095967,faces,0.8166548325746114,D.H. Lawrence,30,The Rainbow,1915,"what man had done in fighting outwards to knowledge, she strained","what man had done in fighting faces to knowledge, she strained",Metaphor?
attain,verb,3.98e-06,0.9970045590949634,achieve,0.94850295673342,D.H. Lawrence,30,The Rainbow,1915,"she could perceive, but could never attain to. The vicar moved","she could perceive, but could never achieve to. The vicar moved",Metaphor?
masterful,adjective,1.15e-06,0.9969260989862834,master,0.8594434700737698,D.H. Lawrence,30,The Rainbow,1915,"own menfolk: fresh, slow, full-built men, masterful enough, but easy, native","own menfolk: fresh, slow, full-built men, master enough, but easy, native",Metaphor?
quickness,noun,6.76e-07,0.9813731666545769,speed,0.8525873873787048,D.H. Lawrence,30,The Rainbow,1915,"beside her husband, had yet a quickness and a range of","beside her husband, had yet a speed and a range of",Metaphor?
geniality,noun,3.47e-08,0.9840136749654363,nice,0.8351206546374406,D.H. Lawrence,30,The Rainbow,1915,"that made Brangwen, in his large geniality, seem dull and local.","that made Brangwen, in his large nice, seem dull and local.",Metaphor?
craved,adjective,7.94e-07,0.9918412549800085,desired,0.884798708881828,D.H. Lawrence,30,The Rainbow,1915,is raised above the beast? She craved to know. She craved,is raised above the beast? She desired to know. She craved,Metaphor?
craved,adjective,7.94e-07,0.9943793215506984,desired,0.884798708881828,D.H. Lawrence,30,The Rainbow,1915,beast? She craved to know. She craved to achieve this higher,beast? She desired to know. She craved to achieve this higher,Metaphor?
frail,noun,1.91e-06,0.9945005524082579,weak,0.8774371787661602,D.H. Lawrence,30,The Rainbow,1915,"even if he be little and frail in body, just as","even if he be little and weak in body, just as",Metaphor?
frail,noun,1.91e-06,0.9940505631700433,weak,0.8774371787661602,D.H. Lawrence,30,The Rainbow,1915,"as any man is little and frail beside a bull, and","as any man is little and weak beside a bull, and",Metaphor?
efficacious,adjective,3.55e-07,0.9926146951422686,effective,0.9121982610409995,D.H. Lawrence,30,The Rainbow,1915,"was poor enough, and not very efficacious as a man, either,","was poor enough, and not very effective as a man, either,",Metaphor?
precedence,noun,2.14e-06,0.9972065147901559,priority,0.8392221487959265,D.H. Lawrence,30,The Rainbow,1915,"should the curate's children inevitably take precedence over her children, why","should the curate's children inevitably take priority over her children, why",Metaphor?
tidy,verb,3.39e-06,0.9893152245058241,clean (up),0.8698198387625486,D.H. Lawrence,30,The Rainbow,1915,"with her little children, girls in tidy capes of beaver fur,","with her little children, girls in clean (up) capes of beaver fur,",Metaphor?
luminous,adjective,1.74e-06,0.9841649427925332,bright,0.8609451562233534,D.H. Lawrence,30,The Rainbow,1915,"fair, so fine in mould, so luminous, what was it that","fair, so fine in mould, so bright, what was it that",Metaphor?
eagerly,adverb,3.09e-06,0.9936907720049181,excited,0.8764571650589309,D.H. Lawrence,30,The Rainbow,1915,"All the women of Cossethay talked eagerly about Mrs. Hardy, of","All the women of Cossethay talked excited about Mrs. Hardy, of",Metaphor?
imaginatively,adverb,2.14e-07,0.9818721976804375,creative,0.8545956363971374,D.H. Lawrence,30,The Rainbow,1915,"their lives. In her they lived imaginatively, and in gossiping of","their lives. In her they lived creative, and in gossiping of",Metaphor?
enacting,verb,2.69e-06,0.9872519323280998,making,0.8610345351122601,D.H. Lawrence,30,The Rainbow,1915,"division, they had their own Odyssey enacting itself, Penelope and Ulysses","division, they had their own Odyssey making itself, Penelope and Ulysses",Metaphor?
swine,noun,2.88e-06,0.9801223228548567,beast,0.8269981032430681,D.H. Lawrence,30,The Rainbow,1915,"before them, and Circe and the swine and the endless web.","before them, and Circe and the beast and the endless web.",Metaphor?
fulfilment,noun,9.33e-07,0.9718185486872135,achievement,0.8232862193029182,D.H. Lawrence,30,The Rainbow,1915,each of them lived her own fulfilment of the life of,each of them lived her own achievement of the life of,Metaphor?
aspired,verb,2.95e-06,0.9903429657485431,aimed,0.897847657530119,D.H. Lawrence,30,The Rainbow,1915,"the Brangwen wife of the Marsh aspired beyond herself, towards the","the Brangwen wife of the Marsh aimed beyond herself, towards the",Metaphor?
traveller,noun,3.09e-06,0.9815181937883983,tourist,0.904089905577205,D.H. Lawrence,30,The Rainbow,1915,"extended being she revealed, as a traveller in his self-contained manner","extended being she revealed, as a tourist in his self-contained manner",Metaphor?
comprehension,noun,3.72e-06,0.9885338049734828,understanding,0.8962232865372682,D.H. Lawrence,30,The Rainbow,1915,had the power of thought and comprehension. The women of the,had the power of thought and understanding. The women of the,Metaphor?
inclined,verb,1.41e-06,0.9933289303970957,tending,0.8590151842502993,D.H. Lawrence,30,The Rainbow,1915,have been heavy and uninspired and inclined to hate. So long,have been heavy and uninspired and tending to hate. So long,Metaphor?
embankment,noun,1.41e-06,0.979396714719273,dam,0.7902765279337075,D.H. Lawrence,30,The Rainbow,1915,of the Erewash Valley. A high embankment travelled along the fields,of the Erewash Valley. A high dam travelled along the fields,Metaphor?
trespass,verb,1.29e-06,0.9625956783348971,fall,0.8059354716861742,D.H. Lawrence,30,The Rainbow,1915,"fair sum of money from this trespass across their land. Then,","fair sum of money from this fall across their land. Then,",Metaphor?
tradesmen,noun,4.17e-07,0.9850951311577976,merchants,0.86848522642554,D.H. Lawrence,30,The Rainbow,1915,"kept busy producing supplies, they became richer, they were almost tradesmen.","kept busy producing supplies, they became richer, they were almost merchants.",Metaphor?
embankment,noun,1.41e-06,0.9885285247943358,head,0.7773379678942041,D.H. Lawrence,30,The Rainbow,1915,"old, quiet side of the canal embankment, in the sunny valley","old, quiet side of the canal head, in the sunny valley",Metaphor?
aqueduct,noun,8.51e-07,0.9874596883950625,canal,0.8376007773252707,D.H. Lawrence,30,The Rainbow,1915,"dark archway of the canal's square aqueduct, was a colliery spinning","dark archway of the canal's square canal, was a colliery spinning",Metaphor?
dim,adjective,4.17e-06,0.9760837015465205,shadow,0.8400541166726038,D.H. Lawrence,30,The Rainbow,1915,"in masses, and beyond all, the dim smoking hill of the","in masses, and beyond all, the shadow smoking hill of the",Metaphor?
indistinct,adjective,1.05e-06,0.9858833131121342,pale,0.8237052210341556,D.H. Lawrence,30,The Rainbow,1915,from out of two or three indistinct yards. The duck-pond lay,from out of two or three pale yards. The duck-pond lay,Metaphor?
furthest,adverb,1.48e-06,0.9921732961549762,most,0.8638681062056218,D.H. Lawrence,30,The Rainbow,1915,"yards. The duck-pond lay beyond the furthest wall, littering its white","yards. The duck-pond lay beyond the most wall, littering its white",Metaphor?
feathers,verb,4.9e-06,0.9862407516709562,best,0.7821081507466406,D.H. Lawrence,30,The Rainbow,1915,"the furthest wall, littering its white feathers on the padded earthen","the furthest wall, littering its white best on the padded earthen",Metaphor?
padded,adjective,1.66e-06,0.9923334688330651,colored,0.8359991693304374,D.H. Lawrence,30,The Rainbow,1915,"littering its white feathers on the padded earthen banks, blowing its","littering its white feathers on the colored earthen banks, blowing its",Metaphor?
feathers,verb,4.9e-06,0.9863006429109864,array,0.7868458247379897,D.H. Lawrence,30,The Rainbow,1915,"earthen banks, blowing its stray soiled feathers into the grass and","earthen banks, blowing its stray soiled array into the grass and",Metaphor?
embankment,noun,1.41e-06,0.9908296273445194,dam,0.7902765279337075,D.H. Lawrence,30,The Rainbow,1915,"the gorse bushes below the canal embankment, which rose like a","the gorse bushes below the canal dam, which rose like a",Metaphor?
silhouette,verb,2.04e-06,0.987323602666643,trace,0.8110066684871515,D.H. Lawrence,30,The Rainbow,1915,"occasionally a man's figure passed in silhouette, or a man and","occasionally a man's figure passed in trace, or a man and",Metaphor?
traversed,verb,2.51e-06,0.9949223054082923,traveled,0.9185384341802195,D.H. Lawrence,30,The Rainbow,1915,"silhouette, or a man and a towing horse traversed the sky.","silhouette, or a man and a towing horse traveled the sky.",Metaphor?
astonished,adjective,1.86e-06,0.9927554101078285,shocked,0.9498793818732233,D.H. Lawrence,30,The Rainbow,1915,At first the Brangwens were astonished by all this commotion around,At first the Brangwens were shocked by all this commotion around,Metaphor?
commotion,noun,1.35e-06,0.9880210273996518,to-do,0.7721841888936607,D.H. Lawrence,30,The Rainbow,1915,Brangwens were astonished by all this commotion around them. The building,Brangwens were astonished by all this to-do around them. The building,Metaphor?
embankment,noun,1.41e-06,0.9872250033630174,dam,0.7902765279337075,D.H. Lawrence,30,The Rainbow,1915,"fields, from beyond the now familiar embankment came the rhythmic run","fields, from beyond the now familiar dam came the rhythmic run",Metaphor?
rhythmic,adjective,2.45e-06,0.9773690243562765,measured,0.7974732109265069,D.H. Lawrence,30,The Rainbow,1915,the now familiar embankment came the rhythmic run of the winding,the now familiar embankment came the measured run of the winding,Metaphor?
startling,adjective,2.51e-06,0.9687289668872501,jumping,0.8453898566013919,D.H. Lawrence,30,The Rainbow,1915,"rhythmic run of the winding engines, startling at first, but afterwards","rhythmic run of the winding engines, jumping at first, but afterwards",Metaphor?
fearsome,adjective,1.12e-06,0.9942120904109712,scary,0.903011699773458,D.H. Lawrence,30,The Rainbow,1915,"trains re-echoed through the heart, with fearsome pleasure, announcing the far-off","trains re-echoed through the heart, with scary pleasure, announcing the far-off",Metaphor?
imminent,adjective,4.68e-06,0.9978177162329016,upcoming,0.8829742297217443,D.H. Lawrence,30,The Rainbow,1915,"heart, with fearsome pleasure, announcing the far-off come near and imminent.","heart, with fearsome pleasure, announcing the far-off come near and upcoming.",Metaphor?
vibrated,verb,1.15e-06,0.9858495524543651,shook,0.874721976844905,D.H. Lawrence,30,The Rainbow,1915,"empty trucks shunting on the line, vibrated in their hearts with","empty trucks shunting on the line, shook in their hearts with",Metaphor?
quaint,adjective,1.86e-06,0.9852290578145266,strange,0.8370309438628176,D.H. Lawrence,30,The Rainbow,1915,"was a slim, pretty, dark woman, quaint in her speech, whimsical,","was a slim, pretty, dark woman, strange in her speech, whimsical,",Metaphor?
intrinsically,adverb,1.15e-06,0.9887189445856186,naturally,0.8688470882478708,D.H. Lawrence,30,The Rainbow,1915,"rather querulous in her manner, but intrinsically separate and indifferent, so","rather querulous in her manner, but naturally separate and indifferent, so",Metaphor?
indifferent,adjective,2.75e-06,0.9832298742671399,casual,0.851713701447755,D.H. Lawrence,30,The Rainbow,1915,"her manner, but intrinsically separate and indifferent, so that her long","her manner, but intrinsically separate and casual, so that her long",Metaphor?
lamentable,adjective,2.95e-07,0.9924856599518497,unfortunate,0.8719978781233766,D.H. Lawrence,30,The Rainbow,1915,"and indifferent, so that her long lamentable complaints, when she raised","and indifferent, so that her long unfortunate complaints, when she raised",Metaphor?
affectionately,adverb,1.29e-06,0.9857840690680412,loving,0.8692517642878113,D.H. Lawrence,30,The Rainbow,1915,"who heard her wonder and feel affectionately towards her, even while","who heard her wonder and feel loving towards her, even while",Metaphor?
irritated,verb,1.2e-06,0.9910330529323013,bothered,0.8958530174432375,D.H. Lawrence,30,The Rainbow,1915,"towards her, even while they were irritated and impatient with her.","towards her, even while they were bothered and impatient with her.",Metaphor?
impatient,adjective,3.55e-06,0.9916577771993814,eager,0.8516958335571868,D.H. Lawrence,30,The Rainbow,1915,even while they were irritated and impatient with her. She railed,even while they were irritated and eager with her. She railed,Metaphor?
quaint,adjective,1.86e-06,0.981161282252112,remarkable,0.8340421441488193,D.H. Lawrence,30,The Rainbow,1915,"a balanced, easy-flying voice and a quaint manner of speech that","a balanced, easy-flying voice and a remarkable manner of speech that",Metaphor?
warmed,adjective,2.95e-06,0.994031927495825,warm,0.9178565975177744,D.H. Lawrence,30,The Rainbow,1915,a quaint manner of speech that warmed his belly with pride,a quaint manner of speech that warm his belly with pride,Metaphor?
scowled,verb,3.24e-07,0.9609226060939327,lower,0.7722144289930769,D.H. Lawrence,30,The Rainbow,1915,pride and male triumph while he scowled with mortification at the,pride and male triumph while he lower with mortification at the,Metaphor?
mortification,noun,1.95e-07,0.9768099262618084,confusion,0.8270296217335436,D.H. Lawrence,30,The Rainbow,1915,male triumph while he scowled with mortification at the things she,male triumph while he scowled with confusion at the things she,Metaphor?
humorous,adjective,3.98e-06,0.9710408145695814,clever,0.8414424601306574,D.H. Lawrence,30,The Rainbow,1915,"Consequently Brangwen himself had a humorous puckering at the eyes, a","Consequently Brangwen himself had a clever puckering at the eyes, a",Metaphor?
teasing,verb,3.89e-06,0.9723217740943323,riding,0.8028706189813238,D.H. Lawrence,30,The Rainbow,1915,"their railing, excused himself in a teasing tone that she loved,","their railing, excused himself in a riding tone that she loved,",Metaphor?
inclinations,noun,2.34e-06,0.9853238266819394,leans,0.814773674822954,D.H. Lawrence,30,The Rainbow,1915,"that she loved, followed his natural inclinations, and sometimes, pricked too","that she loved, followed his natural leans, and sometimes, pricked too",Metaphor?
frightened,verb,1.2e-06,0.9918514805262123,panicked,0.9010522964512161,D.H. Lawrence,30,The Rainbow,1915,"sometimes, pricked too near the quick, frightened and broke her by","sometimes, pricked too near the quick, panicked and broke her by",Metaphor?
placate,verb,5.89e-07,0.9620198524141551,gentle,0.8375874405263007,D.H. Lawrence,30,The Rainbow,1915,which she would give anything to placate in him. They were,which she would give anything to gentle in him. They were,Metaphor?
vitally,adverb,8.71e-07,0.9886604036520161,severely,0.8378718229952337,D.H. Lawrence,30,The Rainbow,1915,"They were two very separate beings, vitally connected, knowing nothing of","They were two very separate beings, severely connected, knowing nothing of",Metaphor?
dogged,adjective,9.33e-07,0.9883921403801796,determined,0.8449175323262739,D.H. Lawrence,30,The Rainbow,1915,"progress. But in spite of his dogged, yearning effort, he could","progress. But in spite of his determined, yearning effort, he could",Metaphor?
yearning,verb,9.33e-07,0.9948033449719519,desire,0.8798654308552574,D.H. Lawrence,30,The Rainbow,1915,"But in spite of his dogged, yearning effort, he could not","But in spite of his dogged, desire effort, he could not",Metaphor?
rudiments,noun,1.86e-08,0.9853971251351973,essentials,0.8711737733459214,D.H. Lawrence,30,The Rainbow,1915,"he could not get beyond the rudiments of anything, save of","he could not get beyond the essentials of anything, save of",Metaphor?
grumbling,adjective,7.76e-07,0.973355986463304,rolling,0.811769875783227,D.H. Lawrence,30,The Rainbow,1915,it were his hope. After much grumbling and savage rebellion against,it were his hope. After much rolling and savage rebellion against,Metaphor?
incensed,verb,1.86e-06,0.9940536345586674,angered,0.8498192127276476,D.H. Lawrence,30,The Rainbow,1915,"shifting about, when his father was incensed against him and his","shifting about, when his father was angered against him and his",Metaphor?
despairing,adjective,4.27e-07,0.9908493478464543,desperate,0.9034124414074413,D.H. Lawrence,30,The Rainbow,1915,"against him and his mother almost despairing, he became a draughtsman","against him and his mother almost desperate, he became a draughtsman",Metaphor?
uncouth,adjective,3.31e-07,0.9898518505118633,rough,0.8547265292044411,D.H. Lawrence,30,The Rainbow,1915,"He remained heavy and somewhat uncouth, speaking with broad Derbyshire accent,","He remained heavy and somewhat rough, speaking with broad Derbyshire accent,",Metaphor?
adhering,verb,3.72e-06,0.9862386269298672,follow,0.7990438312440078,D.H. Lawrence,30,The Rainbow,1915,"uncouth, speaking with broad Derbyshire accent, adhering with all his tenacity","uncouth, speaking with broad Derbyshire accent, follow with all his tenacity",Metaphor?
lax,adjective,3.47e-06,0.9854634963775777,relaxed,0.8871543392927012,D.H. Lawrence,30,The Rainbow,1915,"naturally in big, bold lines, rather lax, so that it was","naturally in big, bold lines, rather relaxed, so that it was",Metaphor?
niggling,adjective,1.82e-07,0.985797888262363,petty,0.8094749565817358,D.H. Lawrence,30,The Rainbow,1915,"his paper, counting and plotting and niggling. He did it stubbornly,","his paper, counting and plotting and petty. He did it stubbornly,",Metaphor?
anguish,verb,2.34e-06,0.9938575125266318,suffer,0.8384402889268662,D.H. Lawrence,30,The Rainbow,1915,"niggling. He did it stubbornly, with anguish, crushing the bowels within","niggling. He did it stubbornly, with suffer, crushing the bowels within",Metaphor?
adhering,verb,3.72e-06,0.979116671907612,stick (to or with),0.8211137962196472,D.H. Lawrence,30,The Rainbow,1915,"anguish, crushing the bowels within him, adhering to his chosen lot","anguish, crushing the bowels within him, stick (to or with) to his chosen lot",Metaphor?
surly,adjective,7.08e-07,0.9780709776101525,acid,0.7836554877458636,D.H. Lawrence,30,The Rainbow,1915,"back into life set and rigid, a rare-spoken, almost surly man.","back into life set and rigid, a rare-spoken, almost acid man.",Metaphor?
superiority,noun,3.89e-06,0.984084584179468,self-importance,0.8598921509311082,D.H. Lawrence,30,The Rainbow,1915,"a chemist, who affected some social superiority, and he became something","a chemist, who affected some social self-importance, and he became something",Metaphor?
outward,adjective,3.31e-06,0.9903031626506602,appearance,0.8124931260328125,D.H. Lawrence,30,The Rainbow,1915,"dogged fashion, with a passion for outward refinement in the household,","dogged fashion, with a passion for appearance refinement in the household,",Metaphor?
refinement,noun,1.58e-06,0.9850373547752614,culture,0.792455535983645,D.H. Lawrence,30,The Rainbow,1915,"fashion, with a passion for outward refinement in the household, mad","fashion, with a passion for outward culture in the household, mad",Metaphor?
clumsy,adjective,2.75e-06,0.9848280180065832,awkward,0.8628945334764551,D.H. Lawrence,30,The Rainbow,1915,"in the household, mad when anything clumsy or gross occurred. Later,","in the household, mad when anything awkward or gross occurred. Later,",Metaphor?
staid,adjective,3.8e-07,0.9813692935531151,distinguished,0.8044483889864351,D.H. Lawrence,30,The Rainbow,1915,"growing up, and he seemed a staid, almost middle-aged man, he","growing up, and he seemed a distinguished, almost middle-aged man, he",Metaphor?
inscrutable,adjective,3.63e-07,0.9972909837297496,mysterious,0.9046088853986007,D.H. Lawrence,30,The Rainbow,1915,"strange women, and became a silent, inscrutable follower of forbidden pleasure,","strange women, and became a silent, mysterious follower of forbidden pleasure,",Metaphor?
follower,noun,3.63e-06,0.9878082792530762,convert,0.8055403433071526,D.H. Lawrence,30,The Rainbow,1915,"women, and became a silent, inscrutable follower of forbidden pleasure, neglecting","women, and became a silent, inscrutable convert of forbidden pleasure, neglecting",Metaphor?
forbidden,verb,4.57e-06,0.9853294072832349,banned,0.898182300484402,D.H. Lawrence,30,The Rainbow,1915,"became a silent, inscrutable follower of forbidden pleasure, neglecting his indignant","became a silent, inscrutable follower of banned pleasure, neglecting his indignant",Metaphor?
indignant,adjective,7.24e-07,0.9930532161211953,angry,0.9176318566692045,D.H. Lawrence,30,The Rainbow,1915,"follower of forbidden pleasure, neglecting his indignant bourgeois wife without a","follower of forbidden pleasure, neglecting his angry bourgeois wife without a",Metaphor?
trickle,noun,1.78e-06,0.9857917536435281,drop,0.8190592873646332,D.H. Lawrence,30,The Rainbow,1915,Frank had been drawn by the trickle of dark blood that,Frank had been drawn by the drop of dark blood that,Metaphor?
excitable,adjective,5.5e-07,0.9856737688813577,nervous,0.8973624210983494,D.H. Lawrence,30,The Rainbow,1915,"Roman youth. He was more easily excitable, more readily carried away","Roman youth. He was more easily nervous, more readily carried away",Metaphor?
sly,adjective,2.51e-06,0.9914009443407095,subtle,0.84922666661709,D.H. Lawrence,30,The Rainbow,1915,"a pale, plump, quiet thing with sly eyes and a wheedling","a pale, plump, quiet thing with subtle eyes and a wheedling",Metaphor?
wheedling,verb,5.89e-08,0.9801493695790159,sweet-talking,0.8190959915703039,D.H. Lawrence,30,The Rainbow,1915,"thing with sly eyes and a wheedling voice, who insinuated herself","thing with sly eyes and a sweet-talking voice, who insinuated herself",Metaphor?
insinuated,verb,3.89e-07,0.9807100720876255,slipped,0.8469934894724747,D.H. Lawrence,30,The Rainbow,1915,"eyes and a wheedling voice, who insinuated herself into him and","eyes and a wheedling voice, who slipped herself into him and",Metaphor?
