word,part_of_speech,frequency,similarity,synonym,syn_frequency,syn_sim,author,age,book,year,sentence,modified,sentence_type
ringed,adjective,8.13e-07,0.9824492015415834,2.29e-05,,0.8640473469575674,Vladimir Nabokov,63,Pale Fire,1962,of a small white barrel ringed with red. Less than a,of a small white barrel surrounded with red. Less than a,Metaphor?
tingle,noun,7.24e-07,0.956886621371895,0.000107,,0.8184306901636541,Vladimir Nabokov,63,Pale Fire,1962,"the same bed, and the tingle of their misbehavior, and the","the same bed, and the pain of their misbehavior, and the",Metaphor?
tutor,noun,4.68e-06,0.9848689865445001,4.68e-05,,0.8755402282294327,Vladimir Nabokov,63,Pale Fire,1962,"His English tutor who, after a picnic in Mandevil Forest, was","His English teacher who, after a picnic in Mandevil Forest, was",Metaphor?
lumber,noun,3.89e-06,0.9808941516951581,1.02e-05,,0.9049514625273937,Vladimir Nabokov,63,Pale Fire,1962,for it in an old lumber room at the end of,for it in an old timber room at the end of,Metaphor?
dusty,adjective,4.68e-06,0.9864541624405851,0.00017,,0.8189491252511008,Vladimir Nabokov,63,Pale Fire,1962,the Prince betook himself. That dusty black trunk? It looked grimly,the Prince betook himself. That fine black trunk? It looked grimly,Metaphor?
grimly,adverb,3.72e-07,0.9866313038785939,1.02e-05,,0.8158921817672843,Vladimir Nabokov,63,Pale Fire,1962,dusty black trunk? It looked grimly negative. The rain was more,dusty black trunk? It looked starkly negative. The rain was more,Metaphor?
disparate,adjective,1.82e-06,0.9922679560706195,1.74e-05,,0.8945114810914743,Vladimir Nabokov,63,Pale Fire,1962,space beneath were stuffed with disparate objects: a palette. with the,space beneath were stuffed with diverse objects: a palette. with the,Metaphor?
dregs,noun,4.17e-07,0.9801686929365555,2.69e-05,,0.7926789180112519,Vladimir Nabokov,63,Pale Fire,1962,objects: a palette. with the dregs of many sunsets; a cupful,objects: a palette. with the grounds of many sunsets; a cupful,Metaphor?
sunsets,noun,1.1e-06,0.9648015415467192,2.95e-05,,0.8726067703511766,Vladimir Nabokov,63,Pale Fire,1962,with the dregs of many sunsets; a cupful of counters; an,with the dregs of many nights; a cupful of counters; an,Metaphor?
pail,noun,6.17e-07,0.995260717302365,1.17e-05,,0.8495448918482394,Vladimir Nabokov,63,Pale Fire,1962,brother; a seaside situla (toy pail); a sixty-five-carat blue diamond accidentally,brother; a seaside situla (toy bucket); a sixty-five-carat blue diamond accidentally,Metaphor?
pail,noun,6.17e-07,0.9919611386749889,1.17e-05,,0.8495448918482394,Vladimir Nabokov,63,Pale Fire,1962,pebbles and shells in that pail; a finger of chalk; and,pebbles and shells in that bucket; a finger of chalk; and,Metaphor?
budged,verb,1.48e-07,0.9845486740102952,0.000102,,0.8556323164972051,Vladimir Nabokov,63,Pale Fire,1962,"shelf, something gave, the shelf budged, proved removable, and revealed just","shelf, something gave, the shelf moved, proved removable, and revealed just",Metaphor?
removable,adjective,1.95e-06,0.9811427497574985,0.000618,,0.8314713458386368,Vladimir Nabokov,63,Pale Fire,1962,"gave, the shelf budged, proved removable, and revealed just under its","gave, the shelf budged, proved taking out, and revealed just under its",Metaphor?
foretold,verb,6.92e-07,0.9864916904418343,1.32e-05,,0.8587326297009749,Vladimir Nabokov,63,Pale Fire,1962,"something about its speluncar acoustics foretold, clearing its throat hollowly, great","something about its speluncar acoustics predicted, clearing its throat hollowly, great",Metaphor?
hurried,verb,1.38e-06,0.9837805082616279,7.41e-05,,0.7961231729116458,Vladimir Nabokov,63,Pale Fire,1962,"hollowly, great things, and he hurried to his own quarters to","hollowly, great things, and he ran to his own quarters to",Metaphor?
blond,adjective,3.55e-06,0.9896708315625646,9.77e-05,,0.8031225013046245,Vladimir Nabokov,63,Pale Fire,1962,carried a tulip. His soft blond locks had been cut since,carried a tulip. His soft fair locks had been cut since,Metaphor?
downy,adjective,3.98e-07,0.9656174339549459,4.79e-05,,0.8325666555897665,Vladimir Nabokov,63,Pale Fire,1962,young Prince knew by the downy warmth of that crimson ear,Younger Prince knew by the soft warmth of that crimson ear.,Metaphor?
vivacious,adjective,4.79e-07,0.9859008727795447,2.4e-05,,0.8456528489663215,Vladimir Nabokov,63,Pale Fire,1962,"crimson ear and by the vivacious nod greeting the proposed investigation,","crimson ear and by the vital nod greeting the proposed investigation,",Metaphor?
greeting,noun,4.79e-06,0.9870714641574116,9.77e-05,,0.8804438138494471,Vladimir Nabokov,63,Pale Fire,1962,"and by the vivacious nod greeting the proposed investigation, that no","and by the vivacious nod welcomes the proposed investigation, that no",Metaphor?
bedfellow,noun,5.62e-08,0.9768135132005523,1.26e-05,,0.8169454977784901,Vladimir Nabokov,63,Pale Fire,1962,"proposed investigation, that no change had occurred in his dear bedfellow.","proposed investigation, that no change had occurred in his dear ally.",Metaphor?
wary,adjective,3.72e-06,0.9825833321492509,3.89e-05,,0.893437737886985,Vladimir Nabokov,63,Pale Fire,1962,"to the magical closet. The wary, silent, green-carpeted steps of an","to the magical closet. The careful, silent, green-carpeted steps of an",Metaphor?
vestibule,noun,5.37e-07,0.9824017876051971,7.41e-05,,0.7935123045321104,Vladimir Nabokov,63,Pale Fire,1962,"after burrowing under the southwest vestibule next to the lumber room,","after burrowing under the southwest hall next to the lumber room,",Metaphor?
lumber,noun,3.89e-06,0.9810166137725728,1.02e-05,,0.9049514625273937,Vladimir Nabokov,63,Pale Fire,1962,"southwest vestibule next to the lumber room, it went under a","southwest vestibule next to the timber room, it went under a",Metaphor?
cryptic,adjective,1.7e-06,0.9868306490845533,1.48e-05,,0.8962719102472037,Vladimir Nabokov,63,Pale Fire,1962,"Otherwise, in its angular and cryptic course it adapted itself to","Otherwise, in its angular and mysterious course it adapted itself to",Metaphor?
arcane,adjective,9.77e-07,0.9636178994669111,0.000112,,0.8120828434992091,Vladimir Nabokov,63,Pale Fire,1962,"in the intervening years, certain arcane connections had been established between","in the intervening years, certain deep connections had been established between",Metaphor?
apertures,noun,3.31e-07,0.984375315544492,2.24e-05,,0.8168880465077027,Vladimir Nabokov,63,Pale Fire,1962,"for here and there magic apertures and penetrations, so narrow and","for here and there magic holes and penetrations, so narrow and",Metaphor?
bespeaking,verb,0.0,0.9896606344695636,1.23e-05,,0.8220543681853058,Vladimir Nabokov,63,Pale Fire,1962,"of sweet, foul ditch water, bespeaking a moat, or from a","of sweet, foul ditch water, indicating a moat, or from a",Metaphor?
dusky,adjective,6.76e-07,0.9921118421845426,0.00011,,0.8821959222331575,Vladimir Nabokov,63,Pale Fire,1962,"a moat, or from a dusky odor of earth and turf,","a moat, or from a dark odor of earth and turf,",Metaphor?
odor,noun,3.09e-06,0.9975038342113759,3.09e-05,,0.8759130790571089,Vladimir Nabokov,63,Pale Fire,1962,"moat, or from a dusky odor of earth and turf, marking","moat, or from a dusky smell of earth and turf, marking",Metaphor?
momentarily,adverb,1.66e-06,0.9922400402170497,2.95e-05,,0.9003394633742413,Vladimir Nabokov,63,Pale Fire,1962,a light spread of sand momentarily changed the sound of one's,a light spread of sand shortly changed the sound of one's,Metaphor?
tread,noun,3.31e-06,0.9843013727126042,0.000135,,0.8276876289384407,Vladimir Nabokov,63,Pale Fire,1962,changed the sound of one's tread. Oleg walked in front: his,changed the sound of one's steps. Oleg walked in front: his,Metaphor?
buttocks,noun,1.41e-06,0.9949896213531785,1.91e-05,,0.8689361798192896,Vladimir Nabokov,63,Pale Fire,1962,walked in front: his shapely buttocks encased in tight indigo cotton,walked in front: his shapely butt encased in tight indigo cotton,Metaphor?
alertly,adverb,3.47e-08,0.9861577814368092,1.38e-05,,0.8659929514119794,Vladimir Nabokov,63,Pale Fire,1962,"in tight indigo cotton moved alertly, and his own erect radiance,","in tight indigo cotton moved awakened, and his own erect radiance,",Metaphor?
erect,adjective,3.31e-06,0.9893057773181951,7.24e-05,,0.8170340644579163,Vladimir Nabokov,63,Pale Fire,1962,"moved alertly, and his own erect radiance, rather than his flambeau,","moved alertly, and his own standing radiance, rather than his flambeau,",Metaphor?
illume,verb,2.51e-08,0.9858200607932482,0.000214,,0.8539911630009032,Vladimir Nabokov,63,Pale Fire,1962,"than his flambeau, seemed to illume with leaps of light the","than his flambeau, seemed to lighten with leaps of light the",Metaphor?
leaps,verb,2.29e-06,0.9867200084484559,1.74e-05,,0.8604581706652561,Vladimir Nabokov,63,Pale Fire,1962,"flambeau, seemed to illume with leaps of light the low ceiling","flambeau, seemed to illume with springs of light the low ceiling",Metaphor?
musty,adjective,6.76e-07,0.9897344582176333,1.12e-05,,0.8324549234899467,Vladimir Nabokov,63,Pale Fire,1962,bare thighs. The air was musty and cold. On and on,bare thighs. The air was foul and cold. On and on,Metaphor?
ascending,adjective,2.04e-06,0.9883710339431095,3.31e-05,,0.8867655602457172,Vladimir Nabokov,63,Pale Fire,1962,burrow. It developed a slight ascending grade. The pedometer had tocked,burrow. It developed a slight rising grade. The pedometer had tocked,Metaphor?
lumber,noun,3.89e-06,0.988090187775954,1.02e-05,,0.9049514625273937,Vladimir Nabokov,63,Pale Fire,1962,The magic key of the lumber room closet slipped with gratifying,The magic key of the timber room closet slipped with gratifying,Metaphor?
gratifying,adjective,1.17e-06,0.9907931203601655,2.24e-05,,0.8446006035821444,Vladimir Nabokov,63,Pale Fire,1962,lumber room closet slipped with gratifying ease into the keyhole of,lumber room closet slipped with grateful ease into the keyhole of,Metaphor?
confronting,verb,2.88e-06,0.996062139537953,3.16e-05,,0.9169397355770108,Vladimir Nabokov,63,Pale Fire,1962,"keyhole of a green door confronting them, and would have accomplished","keyhole of a green door facing them, and would have accomplished",Metaphor?
raucous,adjective,6.61e-07,0.9844137605457489,2.22e-05,,0.8201669865121294,Vladimir Nabokov,63,Pale Fire,1962,"passionate pitch, now sinking to raucous undertones, were exchanging insults in","passionate pitch, now sinking to hell-raising undertones, were exchanging insults in",Metaphor?
exchanging,verb,2.34e-06,0.9937807295804985,4.27e-05,,0.9003839339508632,Vladimir Nabokov,63,Pale Fire,1962,"sinking to raucous undertones, were exchanging insults in Gutnish as spoken","sinking to raucous undertones, were trading insults in Gutnish as spoken",Metaphor?
insults,noun,3.89e-06,0.977464180523707,8.13e-05,,0.8242093892276424,Vladimir Nabokov,63,Pale Fire,1962,"to raucous undertones, were exchanging insults in Gutnish as spoken by","to raucous undertones, were exchanging names in Gutnish as spoken by",Metaphor?
abominable,adjective,7.08e-07,0.9901064738364205,2.88e-05,,0.8984453832820972,Vladimir Nabokov,63,Pale Fire,1962,fisherfolk of Western Zembla. An abominable threat made the woman shriek,fisherfolk of Western Zembla. An awful threat made the woman shriek,Metaphor?
shriek,verb,5.75e-07,0.9973796133465275,1.38e-05,,0.9427283541277788,Vladimir Nabokov,63,Pale Fire,1962,abominable threat made the woman shriek out in fright. Sudden silence,abominable threat made the woman screamed out in fright. Sudden silence,Metaphor?
fright,noun,2e-06,0.9960370403638067,8.91e-05,,0.9182465875639062,Vladimir Nabokov,63,Pale Fire,1962,"the woman shriek out in fright. Sudden silence ensued, presently broken","the woman shriek out in fear. Sudden silence ensued, presently broken",Metaphor?
eerie,adjective,2.14e-06,0.9681917099492706,1.1e-05,,0.8585615163730389,Vladimir Nabokov,63,Pale Fire,1962,"be better"") that was more eerie than anything that had come","be better"") that was more weird than anything that had come",Metaphor?
veered,verb,5.37e-07,0.9808197091305089,0.000123,,0.8525995864548686,Vladimir Nabokov,63,Pale Fire,1962,"young Prince and his friend veered in absurd panic and, with","young Prince and his friend turned in absurd panic and, with",Metaphor?
raced,verb,3.89e-06,0.9894707249566396,7.41e-05,,0.8344486793111479,Vladimir Nabokov,63,Pale Fire,1962,"with the pedometer beating wildly, raced back the way they had","with the pedometer beating wildly, ran back the way they had",Metaphor?
swung,verb,2.95e-06,0.9876940666789725,1.62e-05,,0.8093222824282824,Vladimir Nabokov,63,Pale Fire,1962,the young Prince as they swung upstairs. They found Beauchamp and,the young Prince as they rolled upstairs. They found Beauchamp and,Metaphor?
superseded,verb,1.48e-06,0.9881779841862901,3.55e-05,,0.9069439875202109,Vladimir Nabokov,63,Pale Fire,1962,thrill of adventure had been superseded already by another sort of,thrill of adventure had been replaced already by another sort of,Metaphor?
manly,adjective,4.57e-06,0.9897078089343995,7.76e-05,,0.859102793605062,Vladimir Nabokov,63,Pale Fire,1962,unheeded. Both were in a manly state and moaning like doves.,unheeded. Both were in a male state and moaning like doves.,Metaphor?
doves,noun,1.26e-06,0.9738311884435555,1.55e-05,,0.8398072385278823,Vladimir Nabokov,63,Pale Fire,1962,unheeded. Both were in a manly state and moaning like doves.,unheeded. Both were in a manly state and moaning like sheep.,Metaphor?
recollection,noun,1.91e-06,0.9650001737926986,6.46e-05,,0.8728821915013957,Vladimir Nabokov,63,Pale Fire,1962,"This detailed recollection, whose structure and maculation have taken some time","This detailed memory, whose structure and maculation have taken some time",Metaphor?
skimmed,verb,8.71e-07,0.946832559042117,1.12e-05,,0.7933706971411414,Vladimir Nabokov,63,Pale Fire,1962,"to describe in this note, skimmed through the King's memory in","to describe in this note, dipped through the King's memory in",Metaphor?
dormant,adjective,2.57e-06,0.964165687363636,2.29e-05,,0.8586065573257742,Vladimir Nabokov,63,Pale Fire,1962,"one of them, may lie dormant for thirty years as this","one of them, may lie asleep for thirty years as this",Metaphor?
calamitous,adjective,2.69e-07,0.9880904344896696,1.32e-05,,0.8315330730319869,Vladimir Nabokov,63,Pale Fire,1962,while their natural habitat undergoes calamitous alterations. Soon after the discovery,while their natural habitat undergoes unfortunate alterations. Soon after the discovery,Metaphor?
alterations,noun,3.47e-06,0.9967486189060316,0.000132,,0.8908616322531752,Vladimir Nabokov,63,Pale Fire,1962,their natural habitat undergoes calamitous alterations. Soon after the discovery of,their natural habitat undergoes calamitous changes. Soon after the discovery of,Metaphor?
delirium,noun,9.12e-07,0.9769015897622604,1.66e-05,,0.8431812517097743,Vladimir Nabokov,63,Pale Fire,1962,died of pneumonia. In his delirium he would strive one moment,died of pneumonia. In his fever he would strive one moment,Metaphor?
luminous,adjective,1.74e-06,0.9847504115409411,4.07e-05,,0.8609451562233534,Vladimir Nabokov,63,Pale Fire,1962,one moment to follow a luminous disk probing an endless tunnel,one moment to follow a bright disk probing an endless tunnel,Metaphor?
probing,verb,1.62e-06,0.9936390431644556,1.15e-05,,0.8956830276797368,Vladimir Nabokov,63,Pale Fire,1962,to follow a luminous disk probing an endless tunnel and try,to follow a luminous disk exploring an endless tunnel and try,Metaphor?
clasp,verb,1.26e-06,0.9742849680655103,1.41e-05,,0.8121187198061102,Vladimir Nabokov,63,Pale Fire,1962,and try the next to clasp the melting haunches of his,and try the next to strain the melting haunches of his,Metaphor?
haunches,noun,1.35e-07,0.9775347420163913,2.19e-05,,0.8283358365652027,Vladimir Nabokov,63,Pale Fire,1962,next to clasp the melting haunches of his fair ingle. To,next to clasp the melting tail of his fair ingle. To,Metaphor?
recuperate,verb,5.37e-07,0.9882113694397703,1.95e-05,,0.903757309261905,Vladimir Nabokov,63,Pale Fire,1962,of his fair ingle. To recuperate he was sent for a,of his fair ingle. To recover he was sent for a,Metaphor?
obliterate,verb,6.17e-07,0.9938002955694517,1.02e-05,,0.9296711295156468,Vladimir Nabokov,63,Pale Fire,1962,"a toboggan accident, helped to obliterate the reality of their adventure.","a toboggan accident, helped to wipe out the reality of their adventure.",Metaphor?
gymnasium,noun,1.55e-06,0.9966559604791955,2.69e-05,,0.8886204245774774,Vladimir Nabokov,63,Pale Fire,1962,some old sport clothes and gymnasium shoes crammed into the bottom,some old sport clothes and gym shoes crammed into the bottom,Metaphor?
crammed,verb,1.55e-06,0.9818218593254882,1.07e-05,,0.865228863399761,Vladimir Nabokov,63,Pale Fire,1962,sport clothes and gymnasium shoes crammed into the bottom compartment. The,sport clothes and gymnasium shoes crushed into the bottom compartment. The,Metaphor?
compartment,noun,4.37e-06,0.9895113713484314,2.95e-05,,0.8658780703270287,Vladimir Nabokov,63,Pale Fire,1962,shoes crammed into the bottom compartment. The footfalls were now coming,shoes crammed into the bottom chamber. The footfalls were now coming,Metaphor?
vigil,noun,1.74e-06,0.9959586336683953,0.000219,,0.840984880115991,Vladimir Nabokov,63,Pale Fire,1962,"the King knew, Odon kept vigil over the shrouded harp. He","the King knew, Odon kept watch over the shrouded harp. He",Metaphor?
shrouded,verb,9.77e-07,0.9888322081099955,1.41e-05,,0.8667626569360671,Vladimir Nabokov,63,Pale Fire,1962,"Odon kept vigil over the shrouded harp. He was a fox-browed,","Odon kept vigil over the wrapped harp. He was a fox-browed,",Metaphor?
remarked,verb,3.89e-06,0.9986009969474252,1.17e-05,,0.854055939039271,Vladimir Nabokov,63,Pale Fire,1962,"satisfied with my own melodrama,"" remarked the King. ""Alas,"" said Odon.","satisfied with my own melodrama,"" observed the King. ""Alas,"" said Odon.",Metaphor?
commandant,noun,1.74e-06,0.991107757863307,3.24e-05,,0.9520903774986168,Vladimir Nabokov,63,Pale Fire,1962,"tonight. If he asked the commandant to be left on duty,","tonight. If he asked the commander to be left on duty,",Metaphor?
provoke,verb,3.16e-06,0.9881912639997147,1.31e-05,,0.7820708287191008,Vladimir Nabokov,63,Pale Fire,1962,"on duty, it would only provoke suspicion, and the least suspicion","on duty, it would only rev up suspicion, and the least suspicion",Metaphor?
inspect,verb,4.27e-06,0.9895615348721749,1.51e-05,,0.8927761071540471,Vladimir Nabokov,63,Pale Fire,1962,"would find some opportunity to inspect that new avenue of escape,","would find some opportunity to examine that new avenue of escape,",Metaphor?
rapping,verb,1.78e-06,0.9655784291966967,2.69e-05,,0.8507030239860082,Vladimir Nabokov,63,Pale Fire,1962,alluding to the noise of rapping and ripping that came from,alluding to the noise of beating and ripping that came from,Metaphor?
solemn,adjective,2.57e-06,0.9834260434199142,1.58e-05,,0.8270442488070612,Vladimir Nabokov,63,Pale Fire,1962,twitch of the eyelid the solemn and corpulent guard who was,twitch of the eyelid the distinguished and corpulent guard who was,Metaphor?
corpulent,adjective,1.38e-07,0.9874947322688021,7.08e-05,,0.8562213353423502,Vladimir Nabokov,63,Pale Fire,1962,the eyelid the solemn and corpulent guard who was coming to,the eyelid the solemn and fat guard who was coming to,Metaphor?
erroneous,adjective,1.66e-06,0.9948815023983789,0.000245,,0.8762321715685225,Vladimir Nabokov,63,Pale Fire,1962,Under the unshakable but quite erroneous belief that the crown jewels,Under the unshakable but quite wrong belief that the crown jewels,Metaphor?
jewels,noun,3.89e-06,0.960787797363073,2.4e-05,,0.8486602351642686,Vladimir Nabokov,63,Pale Fire,1962,erroneous belief that the crown jewels were concealed somewhere in the,erroneous belief that the crown rocks were concealed somewhere in the,Metaphor?
dismantling,verb,1.74e-06,0.9857149343755741,0.000185,,0.868316543266999,Vladimir Nabokov,63,Pale Fire,1962,"The two Russians, after practically dismantling the Council Chamber and several","The two Russians, after practically taking down the Council Chamber and several",Metaphor?
princes,noun,4.9e-06,0.990305349845467,2.57e-05,,0.9008795874503518,Vladimir Nabokov,63,Pale Fire,1962,fascinated several generations of Zemblan princes and princesses. While unable to,fascinated several generations of Zemblan kings and queens. While unable to,Metaphor?
likeness,noun,2.19e-06,0.9776873720583082,1.32e-05,,0.8842896528546047,Vladimir Nabokov,63,Pale Fire,1962,"While unable to catch a likeness, and therefore wisely limiting himself","While unable to catch a look-alike, and therefore wisely limiting himself",Metaphor?
complimentary,adjective,2.24e-06,0.9890281503321964,0.00132,,0.8210140922150748,Vladimir Nabokov,63,Pale Fire,1962,"to a conventional style of complimentary portraiture, Eystein showed himself to","to a conventional style of good portraiture, Eystein showed himself to",Metaphor?
portraiture,noun,6.76e-07,0.9921673556116275,1.66e-05,,0.8914257535484312,Vladimir Nabokov,63,Pale Fire,1962,"a conventional style of complimentary portraiture, Eystein showed himself to be","a conventional style of complimentary portraits, Eystein showed himself to be",Metaphor?
prodigious,adjective,8.32e-07,0.9924868443936519,7.08e-05,,0.8295453643507648,Vladimir Nabokov,63,Pale Fire,1962,showed himself to be a prodigious master of the trompe l'oeil,showed himself to be a wonderful master of the trompe l'oeil,Metaphor?
depiction,noun,2.82e-06,0.9927935471243505,3.8e-05,,0.8442941283764092,Vladimir Nabokov,63,Pale Fire,1962,the trompe l'oeil in the depiction of various objects surrounding his,the trompe l'oeil in the representation of various objects surrounding his,Metaphor?
dignified,adjective,1.91e-06,0.9905837322192104,1.58e-05,,0.902095887586428,Vladimir Nabokov,63,Pale Fire,1962,of various objects surrounding his dignified dead models and making them,of various objects surrounding his distinguished dead models and making them,Metaphor?
deader,adjective,9.77e-08,0.9582918654887249,7.08e-05,,0.7986991288684326,Vladimir Nabokov,63,Pale Fire,1962,and making them look even deader by contrast to the fallen,and making them look even slower by contrast to the fallen,Metaphor?
resorted,verb,1.7e-06,0.9854295996186144,0.000207,,0.8070803236771461,Vladimir Nabokov,63,Pale Fire,1962,these portraits Eystein had also resorted to a weird form of,these portraits Eystein had also turned to a weird form of,Metaphor?
ignoble,adjective,1.74e-07,0.9713377216429118,1.66e-05,,0.871921798067349,Vladimir Nabokov,63,Pale Fire,1962,"tonal values had, however, something ignoble about it and disclosed not","tonal values had, however, something nasty about it and disclosed not",Metaphor?
flaw,noun,3.98e-06,0.9878158882065029,4.37e-05,,0.8655075927941158,Vladimir Nabokov,63,Pale Fire,1962,"disclosed not only an essential flaw in Eystein's talent, but the","disclosed not only an essential fault in Eystein's talent, but the",Metaphor?
communal,adjective,4.79e-06,0.9830529674432246,2e-05,,0.8530572660442592,Vladimir Nabokov,63,Pale Fire,1962,"average ""reality"" perceived by the communal eye. But to return to","average ""reality"" perceived by the common eye. But to return to",Metaphor?
kernel,noun,3.8e-06,0.9854587274772039,4.27e-05,,0.7906824873879273,Vladimir Nabokov,63,Pale Fire,1962,"with the beautifully executed, twin-lobed, brainlike, halved kernel of a walnut.","with the beautifully executed, twin-lobed, brainlike, halved meat of a walnut.",Metaphor?
lonesome,adjective,1.23e-06,0.9981843039241279,1.78e-05,,0.9537279664682381,Vladimir Nabokov,63,Pale Fire,1962,"fat guard was going through some dutiful, rather lonesome, rifle-butt-banging formalities.","fat guard was going through some dutiful, rather lonely, rifle-butt-banging formalities.",Metaphor?
