word,part_of_speech,frequency,similarity,synonym,syn_frequency,syn_sim,author,age,book,year,sentence,modified,sentence_type
infinitely,adverb,3.24e-06,0.9980580335168387,1.51e-05,,0.9258384831128393,Vladimir Nabokov,56,Lolita,1955,"photographs, pearl and umbra, with infinitely soft partings, in Pichon's sumptuous","photographs, pearl and umbra, with endlessly soft partings, in Pichon's sumptuous",Metaphor?
sumptuous,adjective,1.05e-06,0.9944153881405638,2.24e-05,,0.8629268241221978,Vladimir Nabokov,56,Lolita,1955,"infinitely soft partings, in Pichon's sumptuous La Beautи Humaine that that","infinitely soft partings, in Pichon's luxurious La Beautи Humaine that that",Metaphor?
filched,verb,3.98e-08,0.985121938574864,1.62e-05,,0.9004076244395548,Vladimir Nabokov,56,Lolita,1955,Humaine that that I had filched from under a mountain of,Humaine that that I had stolen from under a mountain of,Metaphor?
debonair,adjective,2.14e-07,0.9864059785762496,1.12e-05,,0.8258885680921897,Vladimir Nabokov,56,Lolita,1955,"library. Later, in his delightful debonair manner, my father gave me","library. Later, in his delightful sophisticated manner, my father gave me",Metaphor?
gloom,noun,2.04e-06,0.9799226341479667,3.63e-05,,0.8551265398490415,Vladimir Nabokov,56,Lolita,1955,"delayed my voyage, and the gloom of yet another World War","delayed my voyage, and the depression of yet another World War",Metaphor?
eagerly,adverb,3.09e-06,0.9922182303909565,1.23e-05,,0.8462782947701255,Vladimir Nabokov,56,Lolita,1955,States. In New York I eagerly accepted the soft job fate,States. In New York I anxiously accepted the soft job fate,Metaphor?
desultory,adjective,1.26e-07,0.9653993943983219,3.64e-05,,0.7684526831197054,Vladimir Nabokov,56,Lolita,1955,"ads.  I welcomed its desultory character and pseudoliterary aspects, attending","ads. I welcomed its catch-as-catch-can character and pseudoliterary aspects, attending",Metaphor?
seldom,adverb,4.27e-06,0.997608469991608,2.63e-05,,0.9645443236700216,Vladimir Nabokov,56,Lolita,1955,during which I put in seldom less than fifteen hours of,during which I put in rarely less than fifteen hours of,Metaphor?
pertaining,verb,3.98e-06,0.9981294703223905,1.62e-05,,0.9037717781678384,Vladimir Nabokov,56,Lolita,1955,and narrow shade: the light pertaining to the solace of research,and narrow shade: the light relating to the solace of research,Metaphor?
solace,noun,1.91e-06,0.988678440808931,2.57e-05,,0.895644247506421,Vladimir Nabokov,56,Lolita,1955,"the light pertaining to the solace of research in palatial libraries,","the light pertaining to the comfort of research in palatial libraries,",Metaphor?
palatial,adjective,4.07e-07,0.9923360335144881,2.24e-05,,0.8396445265320261,Vladimir Nabokov,56,Lolita,1955,"the solace of research in palatial libraries, the shade to my","the solace of research in luxurious libraries, the shade to my",Metaphor?
dusty,adjective,4.68e-06,0.9537664105327629,0.00017,,0.8189491252511008,Vladimir Nabokov,56,Lolita,1955,"reader can easily imagine how dusty and hot I got, trying","reader can easily imagine how fine and hot I got, trying",Metaphor?
repulsed,verb,1.02e-06,0.963752643555062,7.59e-05,,0.818606894520202,Vladimir Nabokov,56,Lolita,1955,"in Central Park, and how repulsed I was by the glitter","in Central Park, and how sickened I was by the glitter",Metaphor?
unloading,verb,1.74e-06,0.9626001079894584,2.49e-05,,0.8348848571704216,Vladimir Nabokov,56,Lolita,1955,one of the offices kept unloading upon me. Let us skip,one of the offices kept throwing out upon me. Let us skip,Metaphor?
dreadful,adjective,4.57e-06,0.989681691602139,2.75e-05,,0.9111416845366327,Vladimir Nabokov,56,Lolita,1955,us skip all that. A dreadful breakdown sent me to a,us skip all that. A horrible breakdown sent me to a,Metaphor?
chap,noun,4.07e-06,0.9976086390579324,5.75e-05,,0.8037495157705882,Vladimir Nabokov,56,Lolita,1955,"favorite doctors, a charming cynical chap with a little brown beard,","favorite doctors, a charming cynical fellow with a little brown beard,",Metaphor?
lair,noun,1.7e-06,0.9792955793629694,1.02e-05,,0.7862547207933808,Vladimir Nabokov,56,Lolita,1955,have been tracking to its lair (somewhere on Prince of Wales',have been tracking to its den (somewhere on Prince of Wales',Metaphor?
wobbly,adjective,1.07e-06,0.9895615803513951,1.2e-05,,0.8376746184501483,Vladimir Nabokov,56,Lolita,1955,"I understand) the wandering and wobbly north magnetic pole. One group,","I understand) the wandering and shaking north magnetic pole. One group,",Metaphor?
tundra,noun,1.2e-06,0.9807623846385142,0.000371,,0.7983251283949381,Vladimir Nabokov,56,Lolita,1955,"third studied tuberculosis in the tundra. Bert, a film photographer,an insecure","third studied tuberculosis in the plain. Bert, a film photographer,an insecure",Metaphor?
partake,verb,1.7e-06,0.9519731963986983,2.63e-05,,0.9034119850109622,Vladimir Nabokov,56,Lolita,1955,time I was made to partake in  a  good,time I was made to participate in a good,Metaphor?
menial,adjective,6.92e-07,0.952734595174963,0.000117,,0.8051720960477294,Vladimir Nabokov,56,Lolita,1955," deal  of  menial  work  (he, "," deal  of  daily  work  (he, ",Metaphor?
amelioration,noun,1.15e-07,0.98922046789792,6.17e-05,,0.8691770740097972,Vladimir Nabokov,56,Lolita,1955,checking the influence of climatic amelioration on the coats of the,checking the influence of climatic improvement on the coats of the,Metaphor?
cabins,noun,2.45e-06,0.9917152323536974,1.55e-05,,0.8721692859877875,Vladimir Nabokov,56,Lolita,1955,We lived in prefabricated timber cabins amid a Pre-Cambrian world of,We lived in prefabricated timber camps amid a Pre-Cambrian world of,Metaphor?
heaps,noun,2.04e-06,0.9945464910496601,4.07e-05,,0.8396492248782301,Vladimir Nabokov,56,Lolita,1955,"world of granite. We had heaps of supplies,the Reader's Digest, an","world of granite. We had loads of supplies,the Reader's Digest, an",Metaphor?
toilets,noun,4.68e-06,0.9811830454378335,1.42e-05,,0.8264906900928372,Vladimir Nabokov,56,Lolita,1955,"an ice cream mixer, chemical toilets, paper caps for Christmas. My","an ice cream mixer, chemical comfort stations, paper caps for Christmas. My",Metaphor?
blankness,noun,5.75e-08,0.9878715107435913,1.38e-05,,0.8939438964515731,Vladimir Nabokov,56,Lolita,1955,because of all the fantastic blankness and boredom. Surrounded by such,because of all the fantastic blanks and boredom. Surrounded by such,Metaphor?
dejected,adjective,5.89e-07,0.9913179643514943,1.38e-05,,0.908422139488393,Vladimir Nabokov,56,Lolita,1955,and boredom. Surrounded by such dejected vegetation as willow scrub and,and boredom. Surrounded by such depressed vegetation as willow scrub and,Metaphor?
aloof,adjective,9.77e-07,0.9900248514145534,0.000141,,0.880524626623485,Vladimir Nabokov,56,Lolita,1955,"importance showed), I felt curiously aloof from my own self. No","importance showed), I felt curiously distant from my own self. No",Metaphor?
plump,adjective,1.55e-06,0.9868318855007114,7.08e-05,,0.8353863407599387,Vladimir Nabokov,56,Lolita,1955,"No temptations maddened me. The plump, glossy little Eskimo girls with","No temptations maddened me. The fat, glossy little Eskimo girls with",Metaphor?
hideous,adjective,2.82e-06,0.9933357861367574,2.75e-05,,0.9076156135476122,Vladimir Nabokov,56,Lolita,1955,"girls with their fish smell, hideous raven hair and guinea pig","girls with their fish smell, horrible raven hair and guinea pig",Metaphor?
evoked,verb,1.32e-06,0.9854213794187838,6.92e-05,,0.8222985735904753,Vladimir Nabokov,56,Lolita,1955,"hair and guinea pig faces, evoked even less desire in me","hair and guinea pig faces, raised even less desire in me",Metaphor?
glacial,adjective,2.45e-06,0.985047297161294,1.07e-05,,0.8785274703105174,Vladimir Nabokov,56,Lolita,1955,"betters the task of analyzing glacial drifts, drumlins, and gremlins, and","betters the task of analyzing arctic drifts, drumlins, and gremlins, and",Metaphor?
drifts,noun,9.55e-07,0.985257076568849,4.9e-05,,0.7861539349802074,Vladimir Nabokov,56,Lolita,1955,"the task of analyzing glacial drifts, drumlins, and gremlins, and kremlins,","the task of analyzing glacial banks, drumlins, and gremlins, and kremlins,",Metaphor?
jot,verb,7.24e-07,0.9823985030419085,0.00011,,0.8481812841236309,Vladimir Nabokov,56,Lolita,1955,for a time tried to jot down what I fondly thought,for a time tried to note down what I fondly thought,Metaphor?
nocturnal,adjective,1.74e-06,0.9902100819530698,0.000407,,0.8596376322274962,Vladimir Nabokov,56,Lolita,1955,"fear of unknown animals, food-fantasies, nocturnal emissions, hobbies, choice of radio","fear of unknown animals, food-fantasies, nightly emissions, hobbies, choice of radio",Metaphor?
jocosely,adverb,0.0,0.9908651966933659,1.29e-05,,0.8465334732218185,Vladimir Nabokov,56,Lolita,1955,(as one of the botanists jocosely put it) concocted a perfectly,(as one of the botanists happily put it) concocted a perfectly,Metaphor?
concocted,verb,6.17e-07,0.9880035724554213,0.000621,,0.8741636233642639,Vladimir Nabokov,56,Lolita,1955,the botanists jocosely put it) concocted a perfectly spurious and very,the botanists jocosely put it) made up a perfectly spurious and very,Metaphor?
spurious,adjective,9.12e-07,0.9895524648222505,4.27e-05,,0.8201905532021659,Vladimir Nabokov,56,Lolita,1955,put it) concocted a perfectly spurious and very racy report that,put it) concocted a perfectly false and very racy report that,Metaphor?
racy,adjective,6.61e-07,0.971834918241161,0.000851,,0.7966985096324072,Vladimir Nabokov,56,Lolita,1955,a perfectly spurious and very racy report that the reader will,a perfectly spurious and very off report that the reader will,Metaphor?
genial,adjective,5.25e-07,0.9851216823220209,1.66e-05,,0.8856141341567987,Vladimir Nabokov,56,Lolita,1955,I learned later from my genial doctor; for the nature of,I learned later from my pleasant doctor; for the nature of,Metaphor?
trifling,verb,4.9e-07,0.9865650666581971,1.66e-05,,0.8453778998751477,Vladimir Nabokov,56,Lolita,1955,source of robust enjoyment in trifling with psychiatrists: cunningly leading them,source of robust enjoyment in slighting with psychiatrists: cunningly leading them,Metaphor?
inventing,verb,1.86e-06,0.9746676626505928,3.63e-05,,0.8464566921949209,Vladimir Nabokov,56,Lolita,1955,"the tricks of the trade; inventing for them elaborate dreams, pure","the tricks of the trade; manufactured for them elaborate dreams, pure",Metaphor?
shrieking,verb,7.24e-07,0.9952620645062518,2.24e-05,,0.9470830635559485,Vladimir Nabokov,56,Lolita,1955,"dream-extortionists, dream and wake up shrieking); teasing them with fake ""primal","dream-extortionists, dream and wake up screaming); teasing them with fake 'primal",Metaphor?
teasing,verb,3.55e-06,0.988920920088812,1.1e-05,,0.8644154715838551,Vladimir Nabokov,56,Lolita,1955,"dream and wake up shrieking); teasing them with fake ""primal scenes"";",dream and wake up shrieking); joking them with fake 'primal scenes';,Metaphor?
primal,adjective,2.09e-06,0.9841144648789234,0.000269,,0.8055433356151674,Vladimir Nabokov,56,Lolita,1955,"shrieking); teasing them with fake ""primal scenes""; and never allowing them",shrieking); teasing them with fake early scenes; and never allowing them,Metaphor?
predicament,noun,1.91e-06,0.9852916881998782,5.62e-05,,0.7967731933709375,Vladimir Nabokov,56,Lolita,1955,glimpse of one's real sexual predicament. By bribing a nurse I,glimpse of one's real sexual corner. By bribing a nurse I,Metaphor?
bribing,verb,8.51e-07,0.9766026464524524,5.27e-05,,0.8371839346092714,Vladimir Nabokov,56,Lolita,1955,one's real sexual predicament. By bribing a nurse I won access,one's real sexual predicament. By paying off a nurse I won access,Metaphor?
glee,noun,3.09e-06,0.9663780740197822,1.15e-05,,0.8301101532586642,Vladimir Nabokov,56,Lolita,1955,"some files and discovered, with glee, cards calling me ""potentially homosexual""","some files and discovered, with cheer, cards calling me 'potentially homosexual'",Metaphor?
impotent,adjective,1.1e-06,0.9745724734491673,4.57e-05,,0.8719312176180738,Vladimir Nabokov,56,Lolita,1955,"me ""potentially homosexual"" and ""totally impotent."" The sport was so excellent,","me 'potentially homosexual' and 'totally weak.' The sport was so excellent,",Metaphor?
ruddy,adjective,1.02e-06,0.9729803116123699,0.000209,,0.856934582858412,Vladimir Nabokov,56,Lolita,1955,"excellent, its results,in my case,so ruddy that I stayed on for","excellent, its results,in my case,so red that I stayed on for",Metaphor?
newcomer,noun,2.51e-06,0.9739589095233887,1.35e-05,,0.8880976043096225,Vladimir Nabokov,56,Lolita,1955,"of taking on a powerful newcomer, a displaced (and, surely, deranged)","of taking on a powerful rookie, a displaced (and, surely, deranged)",Metaphor?
deranged,adjective,1.58e-06,0.9951823065372218,2.51e-05,,0.8948804165584686,Vladimir Nabokov,56,Lolita,1955,"newcomer, a displaced (and, surely, deranged) celebrity, known for his knack","newcomer, a displaced (and, surely, insane) celebrity, known for his knack",Metaphor?
knack,noun,1.82e-06,0.9929621548190215,4.37e-05,,0.8510073191680091,Vladimir Nabokov,56,Lolita,1955,"deranged) celebrity, known for his knack of making patients believe they","deranged) celebrity, known for his talent of making patients believe they",Metaphor?
sleepy,adjective,4.79e-06,0.980217324012272,7.08e-05,,0.8310954230531833,Vladimir Nabokov,56,Lolita,1955,"the New England countryside or sleepy small town (elms, white church)","the New England countryside or slowly small town (elms, white church)",Metaphor?
boxful,noun,1.91e-08,0.9880892447789856,0.000355,,0.8087213914899811,Vladimir Nabokov,56,Lolita,1955,summer subsisting on a compact boxful of notes I had accumulated,summer subsisting on a compact case of notes I had accumulated,Metaphor?
bathing,verb,4.79e-06,0.9827807929146677,1.35e-05,,0.880102795850789,Vladimir Nabokov,56,Lolita,1955,notes I had accumulated and bathing in some nearby lake. My,notes I had accumulated and washed in some nearby lake. My,Metaphor?
scholarly,adjective,3.98e-06,0.9745530140826411,1.95e-05,,0.833666766884605,Vladimir Nabokov,56,Lolita,1955,"interest me again,I mean my scholarly exertions; the other thing, my","interest me again,I mean my educated exertions; the other thing, my",Metaphor?
impoverished,adjective,2.24e-06,0.9970844638620856,0.000123,,0.9016064101269312,Vladimir Nabokov,56,Lolita,1955,"in the residence of his impoverished cousins, a Mr. McCoo, retired,","in the residence of his poor cousins, a Mr. McCoo, retired,",Metaphor?
delicately,adverb,1.12e-06,0.9883526201842654,0.00017,,0.836799752371365,Vladimir Nabokov,56,Lolita,1955,where a late aunt had delicately dwelt. He said they had,where a late aunt had finely dwelt. He said they had,Metaphor?
imagining,verb,4.47e-06,0.9706088323766789,2.82e-05,,0.8398903381857632,Vladimir Nabokov,56,Lolita,1955,"fantastic night on the train, imagining in all possible detail the","fantastic night on the train, featuring in all possible detail the",Metaphor?
enigmatic,adjective,1.29e-06,0.9902924125251664,1.48e-05,,0.9314064972157434,Vladimir Nabokov,56,Lolita,1955,in all possible detail the enigmatic nymphet I would coach in,in all possible detail the mysterious nymphet I would coach in,Metaphor?
fondle,verb,3.31e-07,0.9830149826829141,2.82e-05,,0.7780633827645106,Vladimir Nabokov,56,Lolita,1955,would coach in French and fondle in Humbertish. Nobody met me,would coach in French and petted in Humbertish. Nobody met me,Metaphor?
alighted,verb,1.55e-07,0.9754824685588567,0.000392,,0.8695325066139494,Vladimir Nabokov,56,Lolita,1955,"the toy station where I alighted with my new expensive bag,","the toy station where I got down with my new expensive bag,",Metaphor?
conflagration,noun,3.72e-07,0.9888095161485186,0.0002,,0.837187506438926,Vladimir Nabokov,56,Lolita,1955,"down,possibly, owing to the synchronous conflagration that had been raging all","down,possibly, owing to the synchronous fire that had been raging all",Metaphor?
cheerful,adjective,3.98e-06,0.9918537798193952,1.17e-05,,0.8667117905233521,Vladimir Nabokov,56,Lolita,1955,"square-topped affair, manned by a cheerful Negro. Now, since the only","square-topped affair, manned by a sunny Negro. Now, since the only",Metaphor?
aforesaid,adjective,3.98e-07,0.9906295999055735,0.00102,,0.8406662009717915,Vladimir Nabokov,56,Lolita,1955,"at all had vanished, the aforesaid arrangement seemed preposterous. All right,","at all had vanished, the said arrangement seemed preposterous. All right,",Metaphor?
preposterous,adjective,1.35e-06,0.9889839960040029,2.88e-05,,0.911498980206948,Vladimir Nabokov,56,Lolita,1955,"vanished, the aforesaid arrangement seemed preposterous. All right, his house would","vanished, the aforesaid arrangement seemed ridiculously. All right, his house would",Metaphor?
devise,verb,1.55e-06,0.9938878548350993,0.000807,,0.8125992655434526,Vladimir Nabokov,56,Lolita,1955,feeling that otherwise McCoo would devise an even more elaborate means,feeling that otherwise McCoo would think up an even more elaborate means,Metaphor?
scamper,verb,2.29e-07,0.9461367151163338,0.000309,,0.8276380571496262,Vladimir Nabokov,56,Lolita,1955,"of me. I saw him scamper away, and my chauffeur shook","I saw him running away, and my chauffeur shook of me.",Metaphor?
chuckle,noun,3.31e-06,0.9921973736642282,4.57e-05,,0.9329326882459603,Vladimir Nabokov,56,Lolita,1955,"his head with a soft chuckle. En route, I swore to","his head with a soft laugh. En route, I swore to",Metaphor?
swore,verb,3.39e-06,0.9874385413204702,3.09e-05,,0.8721205171903151,Vladimir Nabokov,56,Lolita,1955,"soft chuckle. En route, I swore to myself I would not","soft chuckle. En route, I promised to myself I would not",Metaphor?
circumstance,noun,4.57e-06,0.991252467289365,2.4e-05,,0.8645080753412461,Vladimir Nabokov,56,Lolita,1955,staying in Ramsdale under any circumstance but would fly that very,staying in Ramsdale under any occasion but would fly that very,Metaphor?
trickling,verb,5.75e-07,0.9880827852881903,1.35e-05,,0.8042725710102497,Vladimir Nabokov,56,Lolita,1955,on technicolor beaches had been trickling through my spine for some,on technicolor beaches had been washing through my spine for some,Metaphor?
diverted,verb,3.09e-06,0.9853863977046052,2.79e-05,,0.8353165907970268,Vladimir Nabokov,56,Lolita,1955,"cousin had, in fact, sharply diverted that train of thought with","cousin had, in fact, sharply thrown off that train of thought with",Metaphor?
transpired,verb,1.15e-06,0.9955526155844007,0.000281,,0.8692536288397869,Vladimir Nabokov,56,Lolita,1955,with his well-meaning but as it transpired now absolutely inane suggestion.,with his well-meaning but as it came about now absolutely inane suggestion.,Metaphor?
inane,adjective,5.01e-07,0.9610332021111293,3.89e-05,,0.8156699398416305,Vladimir Nabokov,56,Lolita,1955,with his well-meaning but as it transpired now absolutely inane suggestion.,with his well-meaning but as it transpired now absolutely empty suggestion.,Metaphor?
meddlesome,adjective,1.41e-07,0.9789163672158151,5.62e-05,,0.830702302310055,Vladimir Nabokov,56,Lolita,1955,we almost ran over a meddlesome suburban dog (one of those,we almost ran over a busy suburban dog (one of those,Metaphor?
swerved,verb,5.5e-07,0.979489968150976,6.54e-05,,0.8384417287778325,Vladimir Nabokov,56,Lolita,1955,wait for cars) as we swerved into Lawn Street. A little,wait for cars) as we fell off into Lawn Street. A little,Metaphor?
dingy,adjective,6.61e-07,0.9905932330793537,3.55e-05,,0.8445810344295394,Vladimir Nabokov,56,Lolita,1955,"a white-frame horror, appeared, looking dingy and old, more gray than","a white-frame horror, appeared, looking dirty and old, more gray than",Metaphor?
faucet,noun,1.17e-06,0.9903615686709345,1.91e-05,,0.843824484484313,Vladimir Nabokov,56,Lolita,1955,tube affixable to the tub faucet in lieu of shower. I,tube affixable to the tub tap in lieu of shower. I,Metaphor?
graced,verb,9.77e-07,0.9892832392502844,0.000912,,0.8167687466213481,Vladimir Nabokov,56,Lolita,1955,"The front hall was graced with door chimes, a white-eyed wooden","The front hall was did with door chimes, a white-eyed wooden",Metaphor?
banal,adjective,7.59e-07,0.9791998295290288,5.13e-05,,0.7970694215461569,Vladimir Nabokov,56,Lolita,1955,"commercial Mexican origin, and that banal darling of the arty middle","commercial Mexican origin, and that tired darling of the arty middle",Metaphor?
melodiously,adverb,2.51e-08,0.9802669388588422,3.24e-05,,0.8518228752601512,Vladimir Nabokov,56,Lolita,1955,"leaning over the banisters inquired melodiously, ""Is that Monsieur Humbert?"" A","leaning over the banisters inquired musically, 'Is that Monsieur Humbert?' A",Metaphor?
maroon,adjective,2.24e-06,0.9890722685680366,2.51e-05,,0.8025343465711999,Vladimir Nabokov,56,Lolita,1955,"addition. Presently, the lady herself,sandals, maroon slacks, yellow silk blouse, squarish","addition. Presently, the lady herself,sandals, desert slacks, yellow silk blouse, squarish",Metaphor?
slacks,noun,7.76e-07,0.9962189552300715,3.02e-05,,0.850409571740083,Vladimir Nabokov,56,Lolita,1955,"Presently, the lady herself,sandals, maroon slacks, yellow silk blouse, squarish face,","Presently, the lady herself,sandals, maroon pants, yellow silk blouse, squarish face,",Metaphor?
unattractive,adjective,2.29e-06,0.9826841382814004,2.63e-05,,0.9028358060143982,Vladimir Nabokov,56,Lolita,1955,and quite simple but not unattractive features of a type that,and quite simple but not ugly features of a type that,Metaphor?
Patting,verb,8.13e-07,0.9764157714509826,2.95e-05,,0.8289723405646123,Vladimir Nabokov,56,Lolita,1955,"weak solution of Marlene Dietrich. Patting her bronze-brown bun, she led","weak solution of Marlene Dietrich. Loving her bronze-brown bun, she led",Metaphor?
quizzical,adjective,1.51e-07,0.9835394700380822,1.1e-05,,0.8249080776438733,Vladimir Nabokov,56,Lolita,1955,Her smile was but a quizzical jerk of one eyebrow; and,Her smile was but a joking jerk of one eyebrow; and,Metaphor?
spasmodic,adjective,1.23e-07,0.9883077493707293,1.32e-05,,0.8845070912169682,Vladimir Nabokov,56,Lolita,1955,"she talked, she kept making spasmodic dashes at three ashtrays and","she talked, she kept making occasional dashes at three ashtrays and",Metaphor?
dashes,verb,7.41e-07,0.9895522724986134,6.92e-05,,0.8028323715327099,Vladimir Nabokov,56,Lolita,1955,"talked, she kept making spasmodic dashes at three ashtrays and the","talked, she kept making spasmodic runs at three ashtrays and the",Metaphor?
fender,noun,2.51e-06,0.9568734156880234,1.02e-05,,0.8005541032879251,Vladimir Nabokov,56,Lolita,1955,three ashtrays and the near fender (where lay the brown core,three ashtrays and the near pad (where lay the brown core,Metaphor?
devoid,adjective,2.63e-06,1.0,1.02e-05,,0.8242606954118636,Vladimir Nabokov,56,Lolita,1955,soul; women who are completely devoid of humor; women utterly indifferent,soul; women who are completely devoid of humor; women utterly indifferent,Metaphor?
